txn_id,user_id,merchant_id,transaction_amount,transaction_status,utr_number,is_missing_utr,timestamp,has_valid_timestamp
TXN00000020,USR89632,MCH9235,7287.82,SUCCESS,UTR6417165863,False,2026-01-10 02:19:32,True
TXN00000021,USR92868,MCH9274,,SUCCESS,UTR8272618081,False,2026-01-22 05:27:48,True
TXN00000022,USR69569,MCH6414,3495.95,SUCCESS,UTR0126522744,False,2026-01-23 14:08:21,True
TXN00000023,USR74264,MCH8137,7311.0,SUCCESS,UTR1792147941,False,,False
TXN00000024,USR32776,MCH7424,9165.38,SUCCESS,UTR2076212100,False,,False
TXN00000025,USR72055,MCH5253,11407.19,SUCCESS,UTR6496018434,False,,False
TXN00000026,USR94875,MCH4346,19631.55,SUCCESS,UTR3812303481,False,,False
TXN00000027,USR81511,MCH1577,4999.85,SUCCESS,UTR9753668980,False,2026-01-20 07:19:31,True
TXN00000028,USR23616,MCH2536,12860.72,SUCCESS,UTR3336287727,False,2026-03-11 12:26:47,True
TXN00000029,USR15006,MCH7372,14814.44,SUCCESS,UTR3197374276,False,2026-03-05 02:20:25,True
TXN00000030,USR58435,MCH6394,1170.8,SUCCESS,UTR2438247361,False,2026-03-10 02:12:20,True
TXN00000031,USR13779,MCH6806,15192.55,SUCCESS,UTR9946941095,False,2026-02-22 21:48:20,True
TXN00000032,USR90336,MCH8068,4271.4,SUCCESS,UTR1887171137,False,,False
TXN00000033,USR30079,MCH3204,1635.64,SUCCESS,UTR0664810180,False,2026-01-22 09:39:49,True
TXN00000034,USR33187,MCH4613,23722.65,SUCCESS,UTR1566350873,False,2026-02-13 14:43:58,True
TXN00000035,USR27255,MCH9434,24141.0,SUCCESS,UTR0572805342,False,,False
TXN00000036,USR20855,MCH9063,20211.85,SUCCESS,UTR7177891035,False,,False
TXN00000037,USR64994,MCH9697,7622.3,SUCCESS,UTR1548930780,False,2026-03-20 14:06:34,True
TXN00000038,USR25653,MCH9333,2450.83,SUCCESS,UTR1696129054,False,2026-03-26 09:36:59,True
TXN00000039,USR17346,MCH9363,17108.98,FAILED,UTR1545585137,False,2026-01-01 15:08:35,True
TXN00000040,USR68114,MCH8254,11009.41,SUCCESS,UTR0365311787,False,,False
TXN00000041,USR93555,MCH7240,3059.74,SUCCESS,UTR0467867918,False,,False
TXN00000042,USR18169,MCH6694,12384.47,SUCCESS,UTR0766788922,False,2026-01-16 12:01:59,True
TXN00000043,USR51187,MCH7972,869.37,SUCCESS,UTR2714855493,False,2026-03-09 18:46:57,True
TXN00000044,USR22776,MCH4893,,SUCCESS,UTR9711125050,False,2026-02-11 00:45:46,True
TXN00000045,USR81314,MCH2213,6476.91,SUCCESS,,True,2026-02-03 00:50:28,True
TXN00000046,USR46369,MCH4375,16566.43,UNKNOWN,UTR2301648968,False,,False
TXN00000047,USR35451,MCH7379,7799.66,SUCCESS,UTR2515131964,False,2026-01-16 02:17:36,True
TXN00000048,USR95865,MCH1859,13006.5,SUCCESS,UTR7085227081,False,,False
TXN00000049,USR90478,MCH7827,13672.29,SUCCESS,UTR0415789585,False,2026-03-16 03:04:12,True
TXN00000050,USR12185,MCH3096,4629.51,FAILED,UTR0927366593,False,,False
TXN00000051,USR53603,MCH3261,24239.92,SUCCESS,UTR1213434293,False,,False
TXN00000052,USR98079,MCH1377,,SUCCESS,UTR3508797323,False,,False
TXN00000053,USR51481,MCH2444,23488.08,SUCCESS,UTR6297764243,False,,False
TXN00000054,USR32179,MCH2600,22371.74,SUCCESS,UTR0410881615,False,2026-01-10 09:21:55,True
TXN00000055,USR86919,MCH4170,,SUCCESS,UTR3722466627,False,2026-02-04 20:28:57,True
TXN00000056,USR58005,MCH7261,,PENDING,UTR9691241244,False,2026-03-24 06:48:18,True
TXN00000057,USR77677,MCH1149,2221.43,SUCCESS,UTR2395582355,False,2026-02-03 09:28:29,True
TXN00000058,USR11857,MCH5578,4907.61,SUCCESS,UTR0264202454,False,,False
TXN00000059,USR97096,MCH8896,1140.23,FAILED,UTR9306709738,False,,False
TXN00000060,USR62844,MCH5539,8140.0,SUCCESS,UTR9020796387,False,2026-03-20 08:44:42,True
TXN00000061,USR64575,MCH8327,9723.05,SUCCESS,UTR5145278499,False,,False
TXN00000062,USR97519,MCH2304,6791.01,SUCCESS,UTR8310839319,False,,False
TXN00000063,USR97771,MCH1252,20720.15,SUCCESS,,True,2026-02-14 14:32:15,True
TXN00000064,USR18058,MCH4511,8925.27,SUCCESS,UTR8508573315,False,2026-02-22 01:30:07,True
TXN00000065,USR18513,MCH9338,7030.55,FAILED,UTR5166658707,False,,False
TXN00000066,USR35289,MCH1273,13571.98,SUCCESS,UTR0889817771,False,2026-03-31 13:06:14,True
TXN00000067,USR75735,MCH4396,3532.0,SUCCESS,UTR1819398442,False,2026-02-06 18:02:56,True
TXN00000068,USR29334,MCH6394,20056.9,SUCCESS,UTR9824229775,False,,False
TXN00000069,USR44948,MCH2986,1873.02,SUCCESS,UTR0849398448,False,2026-02-23 14:20:52,True
TXN00000070,USR21005,MCH5200,24672.3,SUCCESS,UTR6678935645,False,2026-01-29 11:09:17,True
TXN00000071,USR32621,MCH9536,19308.4,SUCCESS,UTR7279078198,False,2026-03-22 12:39:10,True
TXN00000072,USR68117,MCH6286,4975.9,SUCCESS,,True,2026-03-03 00:50:12,True
TXN00000073,USR15833,MCH5028,148.0,SUCCESS,UTR2865399777,False,,False
TXN00000074,USR46113,MCH3760,,SUCCESS,UTR1552399157,False,,False
TXN00000075,USR89761,MCH5748,17674.0,SUCCESS,UTR3113068883,False,2026-03-25 15:55:21,True
TXN00000076,USR36041,MCH6046,18227.89,SUCCESS,UTR2834914640,False,,False
TXN00000077,USR76252,MCH2202,19284.05,SUCCESS,UTR7517285555,False,2026-02-26 01:19:40,True
TXN00000078,USR63641,MCH2999,1860.38,SUCCESS,UTR7777472139,False,,False
TXN00000079,USR32671,MCH5253,8968.06,SUCCESS,UTR8223764343,False,,False
TXN00000080,USR93270,MCH8530,2905.57,SUCCESS,UTR8709767971,False,,False
TXN00000081,USR10422,MCH1782,21578.95,SUCCESS,UTR8174708540,False,2026-01-05 10:46:42,True
TXN00000082,USR50784,MCH6925,15586.22,SUCCESS,UTR9229597737,False,,False
TXN00000083,USR45882,MCH4823,8279.14,SUCCESS,UTR5603328391,False,2026-01-23 03:02:29,True
TXN00000084,USR83473,MCH6040,1598.32,SUCCESS,UTR8289684568,False,,False
TXN00000085,USR55964,MCH8217,7781.45,SUCCESS,UTR3960795461,False,2026-01-29 02:19:22,True
TXN00000086,USR25429,MCH3099,13935.66,SUCCESS,UTR2894842120,False,2026-01-08 17:55:43,True
TXN00000087,USR54754,MCH4921,,SUCCESS,UTR4666911646,False,,False
TXN00000088,USR71112,MCH6872,15942.56,SUCCESS,UTR6125150748,False,2026-01-23 14:26:31,True
TXN00000089,USR84471,MCH2523,22181.45,SUCCESS,UTR5015468386,False,,False
TXN00000090,USR21284,MCH7698,11810.65,SUCCESS,UTR3410589588,False,2026-01-10 19:21:01,True
TXN00000091,USR84211,MCH8769,2998.66,SUCCESS,UTR9965333098,False,2026-02-06 21:45:29,True
TXN00000092,USR70687,MCH4523,17833.99,SUCCESS,UTR5315091377,False,2026-01-27 23:43:31,True
TXN00000093,USR21555,MCH1922,19022.02,SUCCESS,UTR2240748309,False,2026-02-14 00:31:21,True
TXN00000094,USR25238,MCH6429,,SUCCESS,UTR6478911416,False,2026-03-03 17:15:07,True
TXN00000095,USR21870,MCH4621,19276.47,SUCCESS,UTR4908164764,False,,False
TXN00000096,USR33920,MCH3065,12349.95,SUCCESS,UTR2139408331,False,,False
TXN00000097,USR21326,MCH7452,13073.09,SUCCESS,UTR0170035275,False,2026-01-16 19:00:41,True
TXN00000098,USR34334,MCH9084,10694.25,SUCCESS,UTR4757174166,False,,False
TXN00000099,USR51615,MCH1128,645.22,UNKNOWN,UTR8656904002,False,,False
TXN00000100,USR87483,MCH5191,2706.21,SUCCESS,UTR3503200761,False,2026-01-21 08:11:12,True
TXN00000101,USR92132,MCH9364,795.42,FAILED,UTR7768620985,False,2026-03-07 01:37:16,True
TXN00000102,USR12635,MCH9471,15913.9,SUCCESS,UTR0603658239,False,,False
TXN00000103,USR32195,MCH7619,7865.76,SUCCESS,,True,2026-03-10 03:21:35,True
TXN00000104,USR11368,MCH9662,,SUCCESS,UTR9365275869,False,2026-03-08 08:46:53,True
TXN00000105,USR38511,MCH7780,22690.09,SUCCESS,UTR7337909282,False,2026-03-04 22:01:54,True
TXN00000106,USR93616,MCH6435,6239.81,SUCCESS,UTR0504144857,False,,False
TXN00000107,USR59090,MCH7225,10265.47,UNKNOWN,UTR7896210529,False,,False
TXN00000108,USR70338,MCH3445,18891.22,SUCCESS,UTR8664089118,False,2026-03-03 15:36:23,True
TXN00000109,USR20652,MCH3732,5727.67,SUCCESS,UTR3671942563,False,,False
TXN00000110,USR42339,MCH7022,1933.73,SUCCESS,UTR2451751241,False,,False
TXN00000111,USR50341,MCH9762,7250.89,FAILED,UTR7611787389,False,2026-03-12 18:59:18,True
TXN00000112,USR99245,MCH4040,4038.92,SUCCESS,UTR3908430850,False,,False
TXN00000113,USR94189,MCH3602,23243.14,SUCCESS,UTR4704219262,False,,False
TXN00000114,USR35046,MCH9610,,SUCCESS,UTR2252584568,False,2026-02-14 21:08:39,True
TXN00000115,USR27397,MCH3699,15838.76,SUCCESS,UTR5104703093,False,,False
TXN00000116,USR50696,MCH9790,21787.8,SUCCESS,UTR5239316763,False,2026-01-27 05:01:26,True
TXN00000117,USR16990,MCH1026,20093.77,SUCCESS,UTR6063146106,False,,False
TXN00000118,USR59716,MCH2815,4672.39,SUCCESS,UTR5666133301,False,2026-03-04 03:18:27,True
TXN00000119,USR47627,MCH9633,22315.0,SUCCESS,,True,2026-03-08 19:32:00,True
TXN00000120,USR33331,MCH4577,13488.16,SUCCESS,UTR3420812348,False,,False
TXN00000121,USR46564,MCH3527,20188.0,SUCCESS,UTR5030471059,False,2026-01-22 07:44:25,True
TXN00000122,USR28405,MCH5021,22403.32,PENDING,UTR5772774737,False,,False
TXN00000123,USR84060,MCH7119,7956.91,PENDING,UTR7469255654,False,,False
TXN00000124,USR51358,MCH4435,,SUCCESS,UTR7934394078,False,2026-03-23 19:59:14,True
TXN00000125,USR64261,MCH1683,5706.1,SUCCESS,UTR1876410372,False,,False
TXN00000126,USR39617,MCH8156,10683.42,SUCCESS,UTR3835553133,False,,False
TXN00000127,USR34673,MCH9355,20452.19,SUCCESS,UTR1971893833,False,,False
TXN00000128,USR45756,MCH9425,21520.0,SUCCESS,,True,,False
TXN00000129,USR36112,MCH6617,183.73,SUCCESS,UTR9451866254,False,,False
TXN00000130,USR33214,MCH7997,12773.58,SUCCESS,UTR6035645180,False,2026-01-04 02:47:56,True
TXN00000131,USR48657,MCH9768,10441.1,SUCCESS,UTR4038322553,False,,False
TXN00000132,USR43994,MCH5882,5560.47,SUCCESS,UTR6137977201,False,2026-01-31 15:03:31,True
TXN00000133,USR67619,MCH7920,3005.44,SUCCESS,UTR0453331422,False,2026-02-08 22:46:54,True
TXN00000134,USR44674,MCH8945,8447.0,SUCCESS,,True,2026-01-26 23:52:53,True
TXN00000135,USR22112,MCH7709,23573.31,SUCCESS,UTR9727077347,False,2026-01-07 10:13:50,True
TXN00000136,USR74210,MCH9113,8086.84,SUCCESS,UTR1462315130,False,2026-01-21 11:37:32,True
TXN00000137,USR56550,MCH9231,12974.58,SUCCESS,UTR4872320434,False,2026-03-30 15:45:40,True
TXN00000138,USR85850,MCH1302,17578.44,SUCCESS,UTR4591206861,False,2026-02-25 01:37:31,True
TXN00000139,USR57659,MCH7540,9097.1,SUCCESS,UTR9846908727,False,,False
TXN00000140,USR55725,MCH5563,24294.83,SUCCESS,UTR8544449130,False,2026-03-11 16:51:41,True
TXN00000141,USR94125,MCH6307,24061.56,SUCCESS,UTR6882197052,False,,False
TXN00000142,USR78556,MCH4584,6302.04,SUCCESS,UTR2471929565,False,,False
TXN00000143,USR68939,MCH8858,12436.24,SUCCESS,UTR0805992974,False,2026-03-05 15:16:58,True
TXN00000144,USR92709,MCH5404,24313.14,SUCCESS,UTR6853268271,False,2026-02-18 11:17:35,True
TXN00000145,USR32344,MCH5599,7128.16,SUCCESS,UTR9390347423,False,,False
TXN00000146,USR14814,MCH6332,931.8,SUCCESS,UTR7519920245,False,,False
TXN00000147,USR86706,MCH8781,15243.01,FAILED,UTR3859347463,False,2026-03-30 19:03:01,True
TXN00000148,USR60551,MCH6484,12571.95,SUCCESS,,True,,False
TXN00000149,USR30408,MCH3401,20114.32,SUCCESS,UTR5926867133,False,,False
TXN00000150,USR80510,MCH2300,6973.38,FAILED,UTR7358388997,False,,False
TXN00000151,USR84542,MCH4785,22707.56,SUCCESS,UTR9260307499,False,2026-01-26 17:12:55,True
TXN00000152,USR37611,MCH6855,5996.65,SUCCESS,UTR6750384995,False,2026-01-14 13:21:44,True
TXN00000153,USR66866,MCH4287,3630.92,SUCCESS,UTR2840663167,False,,False
TXN00000154,USR55471,MCH2329,,SUCCESS,UTR9999459913,False,2026-03-14 07:57:00,True
TXN00000155,USR94673,MCH8824,24641.4,SUCCESS,UTR2539573346,False,2026-02-24 12:04:57,True
TXN00000156,USR99393,MCH6281,6058.96,SUCCESS,UTR8726257583,False,2026-02-22 07:54:29,True
TXN00000157,USR47839,MCH6646,16807.0,SUCCESS,UTR4742362555,False,,False
TXN00000158,USR37190,MCH6402,19042.87,SUCCESS,UTR1750237422,False,2026-03-14 12:40:06,True
TXN00000159,USR54850,MCH3599,5948.56,SUCCESS,UTR1745039974,False,,False
TXN00000160,USR76029,MCH9240,18208.13,SUCCESS,UTR3211165221,False,,False
TXN00000161,USR82300,MCH9004,9201.0,SUCCESS,UTR5869520309,False,,False
TXN00000162,USR45251,MCH5498,15811.32,FAILED,UTR1512428539,False,,False
TXN00000163,USR21895,MCH9805,15841.91,SUCCESS,UTR3249629065,False,,False
TXN00000164,USR77275,MCH8493,13399.01,SUCCESS,UTR7560681388,False,,False
TXN00000165,USR37619,MCH5529,2266.34,SUCCESS,UTR0241812332,False,,False
TXN00000166,USR43844,MCH2425,20884.21,SUCCESS,UTR2870999704,False,,False
TXN00000167,USR38607,MCH2054,8026.29,SUCCESS,UTR7252963084,False,2026-02-19 11:16:56,True
TXN00000168,USR71300,MCH5769,4671.1,SUCCESS,UTR7764259731,False,2026-02-17 21:58:30,True
TXN00000169,USR44189,MCH9627,1028.97,SUCCESS,UTR8087950739,False,,False
TXN00000170,USR14121,MCH7320,14776.41,SUCCESS,UTR0001827385,False,2026-03-15 09:06:00,True
TXN00000171,USR25112,MCH3563,16942.33,PENDING,UTR8394817827,False,2026-01-05 13:47:20,True
TXN00000172,USR77768,MCH8021,424.53,SUCCESS,UTR2536849543,False,,False
TXN00000173,USR96288,MCH8270,12807.21,SUCCESS,UTR0748217176,False,2026-01-11 15:30:03,True
TXN00000174,USR92721,MCH6295,,SUCCESS,UTR1856675759,False,2026-01-15 20:08:45,True
TXN00000175,USR34435,MCH2971,16132.87,SUCCESS,UTR0914716323,False,,False
TXN00000176,USR72286,MCH2930,,SUCCESS,UTR3308262012,False,2026-01-16 12:47:06,True
TXN00000177,USR28325,MCH9077,17276.53,FAILED,UTR8663756957,False,,False
TXN00000178,USR71242,MCH7953,9674.52,SUCCESS,UTR6953435490,False,2026-03-08 01:38:10,True
TXN00000179,USR86915,MCH5213,23419.0,SUCCESS,UTR7078116923,False,2026-02-10 23:42:14,True
TXN00000180,USR52335,MCH6482,3446.65,SUCCESS,UTR1411770775,False,2026-02-27 21:44:01,True
TXN00000181,USR58795,MCH4670,8533.25,UNKNOWN,UTR9546596407,False,2026-01-07 04:01:49,True
TXN00000182,USR83894,MCH5394,,SUCCESS,UTR1083051105,False,,False
TXN00000183,USR59533,MCH7656,23118.09,FAILED,UTR3929712106,False,2026-02-07 01:14:14,True
TXN00000184,USR96285,MCH6826,21934.71,PENDING,UTR8757192644,False,2026-02-27 20:31:14,True
TXN00000185,USR87121,MCH6214,6455.96,SUCCESS,UTR8088401244,False,,False
TXN00000186,USR14436,MCH2178,16503.0,SUCCESS,UTR8974421510,False,,False
TXN00000187,USR52253,MCH6868,20432.38,SUCCESS,UTR9004637018,False,2026-01-25 09:50:14,True
TXN00000188,USR23711,MCH8140,13884.47,SUCCESS,UTR0792079270,False,2026-02-23 17:06:35,True
TXN00000189,USR92506,MCH6090,13245.97,SUCCESS,UTR3892715351,False,,False
TXN00000190,USR57039,MCH2828,6053.89,SUCCESS,UTR4594763307,False,2026-01-02 02:45:09,True
TXN00000191,USR11035,MCH7607,,SUCCESS,UTR1627347149,False,,False
TXN00000192,USR30807,MCH8218,2544.51,SUCCESS,UTR1230489486,False,,False
TXN00000193,USR65234,MCH9673,22511.0,SUCCESS,UTR1936995584,False,2026-01-12 02:55:29,True
TXN00000194,USR72324,MCH7992,15831.21,SUCCESS,UTR0256691168,False,2026-03-08 04:30:01,True
TXN00000195,USR53871,MCH4892,8482.0,SUCCESS,UTR2860929237,False,2026-03-27 21:42:23,True
TXN00000196,USR54128,MCH1130,8736.75,SUCCESS,UTR0362699061,False,,False
TXN00000197,USR94919,MCH1816,18151.63,SUCCESS,UTR3191367516,False,2026-03-14 21:40:19,True
TXN00000198,USR23134,MCH4384,22428.79,SUCCESS,UTR1903115065,False,2026-01-26 21:44:51,True
TXN00000199,USR34525,MCH6750,22178.29,SUCCESS,UTR5336247010,False,,False
TXN00000200,USR56924,MCH9262,19499.09,PENDING,UTR1410344424,False,2026-03-04 05:32:57,True
TXN00000201,USR50144,MCH4009,16054.37,SUCCESS,UTR7227225476,False,,False
TXN00000202,USR31331,MCH1999,2113.0,SUCCESS,UTR5578226573,False,,False
TXN00000203,USR71189,MCH2806,,SUCCESS,UTR2275840932,False,,False
TXN00000204,USR81667,MCH7488,22464.87,SUCCESS,UTR6823375048,False,,False
TXN00000205,USR34400,MCH4140,15164.66,FAILED,,True,2026-01-16 08:32:03,True
TXN00000206,USR12850,MCH1616,240.0,SUCCESS,UTR4967754430,False,2026-02-14 01:15:10,True
TXN00000207,USR67541,MCH2406,2545.77,SUCCESS,UTR8795677880,False,2026-01-01 07:33:43,True
TXN00000208,USR90820,MCH6362,16590.91,SUCCESS,UTR6339174321,False,2026-03-12 02:35:47,True
TXN00000209,USR69827,MCH8788,136.49,SUCCESS,UTR8846106736,False,,False
TXN00000210,USR87801,MCH3543,4028.59,SUCCESS,UTR4824891394,False,2026-03-11 20:58:39,True
TXN00000211,USR85492,MCH3827,13722.86,SUCCESS,UTR8749392713,False,2026-01-26 13:44:27,True
TXN00000212,USR67012,MCH5600,17300.46,SUCCESS,UTR4820819598,False,2026-02-18 14:27:00,True
TXN00000213,USR62341,MCH3368,16302.51,SUCCESS,UTR4037161236,False,2026-03-15 23:30:02,True
TXN00000214,USR72072,MCH3068,5614.49,SUCCESS,UTR3927712497,False,,False
TXN00000215,USR41927,MCH9590,17807.36,SUCCESS,UTR2968549333,False,,False
TXN00000216,USR43105,MCH5600,5938.85,SUCCESS,UTR5923648967,False,2026-03-30 14:34:37,True
TXN00000217,USR58918,MCH9871,8141.74,SUCCESS,UTR9162764417,False,,False
TXN00000218,USR88766,MCH4522,18664.82,SUCCESS,UTR7212969983,False,,False
TXN00000219,USR54286,MCH6002,16244.33,SUCCESS,UTR9590998779,False,2026-03-02 17:03:18,True
TXN00000220,USR73249,MCH3742,21232.09,PENDING,UTR1517735722,False,,False
TXN00000221,USR98939,MCH8857,,SUCCESS,UTR5348973588,False,2026-03-23 17:13:54,True
TXN00000222,USR62579,MCH7251,14212.03,FAILED,UTR7407957206,False,2026-03-04 00:51:36,True
TXN00000223,USR49344,MCH7720,2350.93,SUCCESS,UTR5048405036,False,2026-02-19 06:56:24,True
TXN00000224,USR15259,MCH1799,9199.22,SUCCESS,UTR2738330060,False,2026-03-01 03:00:12,True
TXN00000225,USR40710,MCH9518,6637.41,SUCCESS,UTR5930859173,False,,False
TXN00000226,USR76448,MCH5162,6107.3,SUCCESS,UTR4812166371,False,2026-01-15 20:08:28,True
TXN00000227,USR24136,MCH8141,24325.53,SUCCESS,UTR3698366727,False,2026-02-06 07:16:56,True
TXN00000228,USR65179,MCH1807,9833.51,SUCCESS,UTR4775023625,False,,False
TXN00000229,USR65822,MCH2356,22302.24,SUCCESS,UTR8454991403,False,2026-01-16 16:26:11,True
TXN00000230,USR45305,MCH9292,15782.15,PENDING,UTR6885203922,False,2026-02-22 08:50:39,True
TXN00000231,USR85692,MCH1550,19872.33,SUCCESS,UTR1965327216,False,,False
TXN00000232,USR62527,MCH5498,,SUCCESS,UTR5343440885,False,2026-03-31 13:25:37,True
TXN00000233,USR87735,MCH1132,14426.83,SUCCESS,UTR2400752280,False,2026-02-21 11:48:49,True
TXN00000234,USR13742,MCH4342,12318.02,SUCCESS,UTR0918248945,False,2026-03-31 04:14:41,True
TXN00000235,USR31499,MCH4220,4889.12,SUCCESS,UTR7361888279,False,2026-01-01 01:19:57,True
TXN00000236,USR77135,MCH5915,18064.08,SUCCESS,UTR5357839527,False,,False
TXN00000237,USR31808,MCH1082,7026.5,SUCCESS,,True,,False
TXN00000238,USR49397,MCH2179,,FAILED,UTR9874351522,False,,False
TXN00000239,USR88230,MCH6466,,SUCCESS,UTR9346576288,False,2026-01-02 21:23:02,True
TXN00000240,USR78692,MCH4590,,SUCCESS,UTR1888603457,False,,False
TXN00000241,USR36012,MCH8186,23512.0,SUCCESS,UTR6263121263,False,2026-02-05 05:48:23,True
TXN00000242,USR84447,MCH4965,23848.68,SUCCESS,UTR9623186999,False,,False
TXN00000243,USR28290,MCH7139,22872.46,UNKNOWN,UTR2803146265,False,2026-03-22 17:55:16,True
TXN00000244,USR27025,MCH9634,9260.27,SUCCESS,UTR4559546508,False,2026-03-20 07:55:17,True
TXN00000245,USR96954,MCH7539,396.26,SUCCESS,UTR2054734690,False,,False
TXN00000246,USR53666,MCH7557,23208.68,SUCCESS,UTR0468306482,False,2026-01-24 05:57:51,True
TXN00000247,USR17051,MCH8962,10710.32,SUCCESS,UTR2801495063,False,,False
TXN00000248,USR21848,MCH2709,24166.7,SUCCESS,UTR2889291108,False,2026-01-24 09:16:17,True
TXN00000249,USR50537,MCH6667,24090.86,SUCCESS,UTR0449201940,False,2026-03-27 05:54:38,True
TXN00000250,USR28541,MCH6346,21326.71,SUCCESS,UTR3677636562,False,2026-02-25 02:02:14,True
TXN00000251,USR55364,MCH5279,7368.28,SUCCESS,UTR7037086965,False,,False
TXN00000252,USR70124,MCH5465,9633.59,SUCCESS,UTR7230077681,False,2026-01-09 07:35:13,True
TXN00000253,USR61903,MCH7829,21633.74,SUCCESS,UTR7726830194,False,2026-03-13 01:28:05,True
TXN00000254,USR31671,MCH1258,7930.0,SUCCESS,,True,,False
TXN00000255,USR70370,MCH6653,4245.62,SUCCESS,UTR6919302822,False,,False
TXN00000256,USR10110,MCH5014,13924.46,SUCCESS,UTR5941138189,False,2026-01-07 17:16:36,True
TXN00000257,USR96325,MCH3527,23404.51,SUCCESS,UTR4299370321,False,,False
TXN00000258,USR29331,MCH7438,17403.78,FAILED,UTR3415000610,False,2026-02-21 17:17:43,True
TXN00000259,USR36267,MCH1670,14255.83,SUCCESS,UTR7805072421,False,2026-03-16 08:31:24,True
TXN00000260,USR32553,MCH8166,2438.44,SUCCESS,UTR7702625844,False,2026-01-13 05:02:35,True
TXN00000261,USR49489,MCH8938,15379.03,SUCCESS,UTR1669513486,False,,False
TXN00000262,USR50308,MCH5379,24751.0,FAILED,UTR7805381064,False,,False
TXN00000263,USR20534,MCH7601,,SUCCESS,UTR9700509005,False,2026-02-16 03:29:17,True
TXN00000264,USR34195,MCH3257,12963.06,UNKNOWN,UTR7207529900,False,,False
TXN00000265,USR40957,MCH9122,21935.55,SUCCESS,UTR0373501299,False,2026-01-17 00:46:25,True
TXN00000266,USR36649,MCH3228,18521.81,SUCCESS,UTR8123884796,False,2026-01-26 17:37:36,True
TXN00000267,USR67219,MCH1787,17428.0,SUCCESS,UTR2546453287,False,,False
TXN00000268,USR21818,MCH6451,17565.08,SUCCESS,UTR5334944383,False,,False
TXN00000269,USR42077,MCH4378,8993.68,SUCCESS,UTR6281958821,False,,False
TXN00000270,USR30203,MCH7473,7346.86,SUCCESS,UTR6115437799,False,2026-02-11 01:58:58,True
TXN00000271,USR99746,MCH5897,20235.94,SUCCESS,UTR1346745214,False,2026-01-21 13:31:32,True
TXN00000272,USR82790,MCH2031,20254.73,SUCCESS,UTR5850388692,False,2026-02-22 08:39:03,True
TXN00000273,USR59054,MCH2754,21678.14,SUCCESS,UTR7004216205,False,2026-03-15 07:53:43,True
TXN00000274,USR10648,MCH3509,22831.88,PENDING,UTR0005956579,False,,False
TXN00000275,USR72566,MCH9695,12788.45,SUCCESS,UTR8549150219,False,,False
TXN00000276,USR30883,MCH6718,12542.89,SUCCESS,UTR6612021921,False,2026-01-20 12:42:57,True
TXN00000277,USR55182,MCH7697,19959.4,SUCCESS,UTR7350193903,False,2026-03-11 05:17:29,True
TXN00000278,USR23095,MCH8281,16252.6,SUCCESS,UTR4504753722,False,,False
TXN00000279,USR71708,MCH3515,17552.15,SUCCESS,UTR8117746390,False,2026-02-08 17:43:09,True
TXN00000280,USR82067,MCH9213,19896.86,SUCCESS,UTR8299460099,False,2026-03-07 05:08:38,True
TXN00000281,USR61648,MCH6970,22251.23,SUCCESS,UTR9484286086,False,2026-03-05 02:19:32,True
TXN00000282,USR37851,MCH1697,8456.5,UNKNOWN,UTR6159867903,False,2026-02-06 06:07:58,True
TXN00000283,USR71906,MCH3796,9395.82,SUCCESS,UTR4299986467,False,,False
